"shapeid","x","y"
"0.0","10.75","63.433125179651796"
"0.0","10.7616666666667","63.4321916666667"
"0.0","10.770777777777798","63.428811111111095"
"0.0","10.7774972222222","63.423202777777796"
"0.0","10.7795166666667","63.417661111111094"
"0.0","10.784769444444398","63.413091666666695"
"0.0","10.7930388888889","63.4123777777778"
"0.0","10.801545052693799","63.4145752484936"
"0.0","10.8046333333333","63.413447222222196"
"0.0","10.8079055555556","63.413541666666696"
"0.0","10.8022664564576","63.4147477580892"
"0.0","10.8103555555556","63.418749999999996"
"0.0","10.804327777777798","63.4214805555556"
"0.0","10.802644444444399","63.4271805555555"
"0.0","10.8054166666667","63.4305916666667"
"0.0","10.804575","63.4328416666667"
"0.0","10.8068916666667","63.43448888888889"
"0.0","10.813552777777799","63.43581111111109"
"0.0","10.819936111111101","63.434774999999995"
"0.0","10.8260777777778","63.437222222222196"
"0.0","10.8263027777778","63.434374999999996"
"0.0","10.8282722222222","63.434124999999995"
"0.0","10.8366666666667","63.43579722222219"
"0.0","10.8343166666667","63.4362111111111"
"0.0","10.8349333333333","63.437422222222196"
"0.0","10.8411583333333","63.4372472222222"
"0.0","10.8451358","63.43904005"
"0.0","10.8415388888889","63.435461111111096"
"0.0","10.845769444444398","63.435486111111096"
"0.0","10.865575","63.4444444444444"
"0.0","10.862300000000001","63.445663888888895"
"0.0","10.8657888888889","63.44672222222219"
"0.0","10.8673638888889","63.4460027777778"
"0.0","10.8650138888889","63.445547222222196"
"0.0","10.8660027777778","63.444552777777794"
"0.0","10.878172222222199","63.4442805555556"
"0.0","10.8892805555556","63.4459861111111"
"0.0","10.8915638888889","63.4487888888889"
"0.0","10.914436111111101","63.4454083333333"
"0.0","10.916844444444399","63.44685"
"0.0","10.906875","63.4489805555556"
"0.0","10.9060083333333","63.4514194444444"
"0.0","10.9091333333333","63.454097222222195"
"0.0","10.908152777777799","63.456897222222196"
"0.0","10.9032388888889","63.4562027777778"
"0.0","10.9010138888889","63.449774999999995"
"0.0","10.8886611111111","63.4507194444444"
"0.0","10.8708666666667","63.448775"
"0.0","10.8852138888889","63.4506944444444"
"0.0","10.8938222222222","63.4508416666667"
"0.0","10.897177777777799","63.4569111111111"
"0.0","10.8890972222222","63.4578361111111"
"0.0","10.8990666666667","63.4587194444444"
"0.0","10.9008055555556","63.4634944444444"
"0.0","10.899049999999999","63.46880833333329"
"0.0","10.9013583333333","63.466086111111096"
"0.0","10.90535","63.4656944444444"
"0.0","10.9047888888889","63.4617694444444"
"0.0","10.901580555555599","63.4584361111111"
"0.0","10.9095472222222","63.458466666666695"
"0.0","10.912513888888899","63.4643666666667"
"0.0","10.911805555555599","63.466366666666694"
"0.0","10.907080555555599","63.4670805555556"
"0.0","10.8989916666667","63.4721861111111"
"0.0","10.9010055555556","63.473158333333295"
"0.0","10.9003861111111","63.4740055555555"
"0.0","10.8958916666667","63.4732944444444"
"0.0","10.8954635612278","63.472944040776795"
"0.0","10.8963389966712","63.4719712773884"
"0.0","10.8962391611163","63.4710973699163"
"0.0","10.894045601143","63.4721960093003"
"0.0","10.8928333449626","63.4708478946766"
"0.0","10.8952472727836","63.4707686388979"
"0.0","10.8821888888889","63.46619722222219"
"0.0","10.881686111111101","63.4647916666667"
"0.0","10.8810083333333","63.465672222222196"
"0.0","10.8830138888889","63.4682277777778"
"0.0","10.887894444444399","63.4697694444444"
"0.0","10.8781388888889","63.47175"
"0.0","10.881355555555599","63.4737194444444"
"0.0","10.8769611111111","63.475888888888896"
"0.0","10.8804888888889","63.47791388888889"
"0.0","10.8795916666667","63.4793916666667"
"0.0","10.874527777777798","63.4771666666667"
"0.0","10.853125","63.4759194444444"
"0.0","10.8415055555556","63.470608333333296"
"0.0","10.811122222222199","63.472461111111095"
"0.0","10.8018222222222","63.477208333333294"
"0.0","10.777627777777798","63.4851388888889"
"0.0","10.774544444444398","63.4873222222222"
"0.0","10.7767888888889","63.491175"
"0.0","10.7750555555556","63.49355"
"0.0","10.7587111111111","63.5"
"0.0","11.0","63.5"
"0.0","11.0","63.407900000000005"
"0.0","10.75","63.407900000000005"
"0.0","10.75","63.433125179651796"
"1.0","10.644349427741501","63.5624566941016"
"1.0","10.652677777777798","63.55691388888889"
"1.0","10.6594138888889","63.5561805555555"
"1.0","10.669194444444399","63.55863888888889"
"1.0","10.6718333333333","63.5638666666667"
"1.0","10.671025","63.56996388888889"
"1.0","10.676961111111101","63.5711277777778"
"1.0","10.678","63.573477777777796"
"1.0","10.67475","63.5804305555556"
"1.0","10.6719222222222","63.5819694444444"
"1.0","10.6827083333333","63.58425"
"1.0","10.6904083333333","63.588911111111095"
"1.0","10.7007166666667","63.5924583333333"
"1.0","10.7031888888889","63.595572222222195"
"1.0","10.7022916666667","63.5962555555556"
"1.0","10.7016638888889","63.5972888888889"
"1.0","10.7034111111111","63.595749999999995"
"1.0","10.7049138888889","63.59740833333329"
"1.0","10.703452777777798","63.597508333333295"
"1.0","10.703402777777798","63.5975861111111"
"1.0","10.7053666666667","63.5985666666667"
"1.0","10.705144444444398","63.602152777777796"
"1.0","10.703125","63.6033194444444"
"1.0","10.7049611111111","63.6049444444444"
"1.0","10.7038083333333","63.6058027777778"
"1.0","10.712077777777798","63.6093055555556"
"1.0","10.7133138888889","63.611000000000004"
"1.0","10.7120694444444","63.6151305555556"
"1.0","10.7219472222222","63.6200361111111"
"1.0","10.7329305555556","63.6203916666667"
"1.0","10.7486555555556","63.6248916666667"
"1.0","10.755136111111101","63.6290361111111"
"1.0","10.7779083333333","63.6364055555555"
"1.0","10.7819416666667","63.635925"
"1.0","10.7827166666667","63.6349166666667"
"1.0","10.7805722222222","63.6335111111111"
"1.0","10.7826666666667","63.632338888888896"
"1.0","10.802744444444398","63.6318027777778"
"1.0","10.8308611111111","63.637625"
"1.0","10.8422222222222","63.6379861111111"
"1.0","10.853900000000001","63.643463888888895"
"1.0","10.8546833333333","63.64495833333329"
"1.0","10.850494444444399","63.6461861111111"
"1.0","10.8590111111111","63.6515055555555"
"1.0","10.8560083333333","63.65301388888889"
"1.0","10.8613361111111","63.65584722222219"
"1.0","10.871130555555599","63.6574694444444"
"1.0","10.875122222222199","63.661274999999996"
"1.0","10.8756333333333","63.662561111111096"
"1.0","10.8743138888889","63.6627055555555"
"1.0","10.8763333333333","63.663527777777794"
"1.0","10.8758472222222","63.6650222222222"
"1.0","10.8979694444444","63.677891666666696"
"1.0","10.9108666666667","63.682188888888895"
"1.0","10.913274999999999","63.6844611111111"
"1.0","10.92255","63.68815"
"1.0","10.9315055555556","63.689511111111095"
"1.0","10.953025","63.7004305555556"
"1.0","10.960149999999999","63.701583333333296"
"1.0","10.970669444444399","63.699408333333295"
"1.0","10.9733166666667","63.7"
"1.0","10.9729277777778","63.70208333333329"
"1.0","10.9747583333333","63.7025777777778"
"1.0","11.0","63.7018444444444"
"1.0","11.0","63.5"
"1.0","10.7587111111111","63.5"
"1.0","10.7555472222222","63.502366666666695"
"1.0","10.7523638888889","63.510113888888895"
"1.0","10.7552666666667","63.51182222222219"
"1.0","10.7553416666667","63.5178555555555"
"1.0","10.7568666666667","63.5206416666667"
"1.0","10.7608916666667","63.520780555555596"
"1.0","10.763824999999999","63.523883333333295"
"1.0","10.772194444444398","63.5367638888889"
"1.0","10.786055555555599","63.540038888888894"
"1.0","10.7953138888889","63.53898333333329"
"1.0","10.802275","63.54105"
"1.0","10.8090111111111","63.5403055555556"
"1.0","10.8133952777778","63.541785"
"1.0","10.8112027777778","63.5431638888889"
"1.0","10.8139583333333","63.5442805555555"
"1.0","10.8154083333333","63.5437944444444"
"1.0","10.8133525","63.542062777777794"
"1.0","10.8154416666667","63.541116666666696"
"1.0","10.8215361111111","63.540063888888895"
"1.0","10.8298055555556","63.541066666666694"
"1.0","10.834325","63.5395833333333"
"1.0","10.8475083333333","63.5429166666667"
"1.0","10.866975","63.545013888888896"
"1.0","10.8928166666667","63.544861111111096"
"1.0","10.8997833333333","63.54685"
"1.0","10.9008722222222","63.54945833333329"
"1.0","10.9086555555556","63.552924999999995"
"1.0","10.9195305555556","63.555452777777795"
"1.0","10.9450583333333","63.5654138888889"
"1.0","10.908119444444399","63.559647222222196"
"1.0","10.9241916666667","63.5670444444444"
"1.0","10.9216916666667","63.567663888888895"
"1.0","10.9095972222222","63.5641638888889"
"1.0","10.9196888888889","63.56938333333329"
"1.0","10.9025222222222","63.566472222222195"
"1.0","10.8903027777778","63.5614916666667"
"1.0","10.889872222222198","63.562516666666696"
"1.0","10.8925694444444","63.5640555555555"
"1.0","10.9009388888889","63.566224999999996"
"1.0","10.8832777777778","63.563933333333296"
"1.0","10.8875305555556","63.566588888888894"
"1.0","10.8759888888889","63.562552777777796"
"1.0","10.8667027777778","63.5618222222222"
"1.0","10.867569444444399","63.562524999999994"
"1.0","10.8643222222222","63.5643527777778"
"1.0","10.857725","63.5630888888889"
"1.0","10.873480555555599","63.572555555555596"
"1.0","10.871469444444399","63.5732111111111"
"1.0","10.8724","63.573886111111094"
"1.0","10.863769444444399","63.574052777777794"
"1.0","10.8574611111111","63.5716444444444"
"1.0","10.8501638888889","63.5747"
"1.0","10.8750388888889","63.5842305555556"
"1.0","10.8774138888889","63.586713888888895"
