1751619376,314511027,gps,-0.0,0.0,0.959822435137989,-0.28060807722833064
1751619376,365459369,gps,-0.0,0.0,0.9596704710769514,-0.2811273500443213
1751619376,415447299,gps,-0.0,0.0,0.9594493782087636,-0.2818809866855456
1751619376,464889635,gps,-0.0,0.0,0.9595059360225001,-0.2816884071764154
1751619376,514818523,gps,-0.0,0.0,0.9596361177297645,-0.2812445938121219
1751619376,565640799,gps,-0.0,0.0,0.9596508423468058,-0.2811943469969944
1751619376,614706899,gps,-0.0,0.0,0.9595526285396652,-0.2815293111962223
1751619376,665201759,gps,-0.0,0.0,0.9594173936511775,-0.2819898309506596
1751619376,714975068,gps,-0.0,0.0,0.9593312200083051,-0.28228285516016893
1751619376,764940727,gps,-0.0,0.0,0.9592350925278543,-0.2826093368292683
1751619376,815469912,gps,-0.0,0.0,0.9591832855546769,-0.2827851210946842
1751619376,864717972,gps,-0.0,0.0,0.9592942610501364,-0.28240842890443746
1751619376,914410255,gps,-0.0,0.0,0.9593804730490497,-0.28211541597754203
1751619376,964916897,gps,-0.0,0.0,0.9593410729543341,-0.2822493680113864
1751619377,14567527,gps,-0.0,0.0,0.9593952432625833,-0.28206518254674506
1751619377,65108316,gps,-0.0,0.0,0.9594936441336972,-0.2817302732526947
1751619377,114800086,gps,-0.0,0.0,0.959481350418154,-0.2817721387925991
1751619377,165310571,gps,-0.0,0.0,0.9593903201503186,-0.2820819271096063
1751619377,214868820,gps,-0.0,0.0,0.9594862681235786,-0.28175539264100735
1751619377,264518850,gps,-0.0,0.0,0.9595329717476245,-0.2815962999209548
1751619377,314960075,gps,-0.0,0.0,0.9594985611084286,-0.28171352688654333
1751619377,364704798,gps,-0.0,0.0,0.9595771929530346,-0.2814455733607735
1751619377,415129968,gps,-0.0,0.0,0.9595428007282318,-0.2815628057301264
1751619377,465594901,gps,-0.0,0.0,0.9594887268666874,-0.28174701953302594
1751619377,514493910,gps,-0.0,0.0,0.9593804730490497,-0.28211541597754203
1751619377,565605075,gps,-0.0,0.0,0.9594346176396287,-0.28193122295109424
1751619377,615356836,gps,-0.0,0.0,0.9594690548758935,-0.2818140037960493
1751619377,665681397,gps,-0.0,0.0,0.9594321572890437,-0.2819395955868768
1751619377,714860694,gps,-0.0,0.0,0.9595526285396652,-0.2815293111962223
1751619377,764389647,gps,-0.0,0.0,0.9596606572965373,-0.28116084869195074
1751619377,814844087,gps,-0.0,0.0,0.9596704710769514,-0.2811273500443213
1751619377,864528547,gps,-0.0,0.0,0.9595354291023858,-0.28158792640541325
1751619377,914828606,gps,-0.0,0.0,0.9593681625285925,-0.2821572765790599
1751619377,964655784,gps,-0.0,0.0,0.9592227604561727,-0.28265119108689407
1751619378,15069457,gps,-0.0,0.0,0.9591363848214234,-0.2829441558182292
1751619378,64707859,gps,-0.0,0.0,0.9590919282246707,-0.2830948131179431
1751619378,114371760,gps,-0.0,0.0,0.9590943986564432,-0.28308644345117545
1751619378,165713582,gps,-0.0,0.0,0.9592227604561727,-0.28265119108689407
1751619378,214645636,gps,-0.0,0.0,0.9592844025518634,-0.28244191441907934
1751619378,264984724,gps,-0.0,0.0,0.9593583127971445,-0.28219076467350307
1751619378,314769008,gps,-0.0,0.0,0.9594690548758935,-0.2818140037960493
1751619378,364449048,gps,-0.0,0.0,0.9594616766737227,-0.2818391225405884
1751619378,414940867,gps,-0.0,0.0,0.9594592171268645,-0.28184749541250886
1751619378,465186627,gps,-0.0,0.0,0.959611570854945,-0.2813283367904928
1751619378,515803719,gps,-0.0,0.0,0.9596091157655277,-0.28133671097050617
1751619378,564739615,gps,-0.0,0.0,0.9596606572965373,-0.28116084869195074
1751619378,615160910,gps,-0.0,0.0,0.9596287544346551,-0.28126971693055103
1751619378,665456439,gps,-0.0,0.0,0.9595722806549626,-0.2814623210993501
1751619378,714568122,gps,-0.0,0.0,0.9596385720153071,-0.2812362193964752
1751619378,764920167,gps,-0.0,0.0,0.9595845608520723,-0.2814204515921604
1751619378,814681401,gps,-0.0,0.0,0.9596164808145438,-0.281311588366193
1751619378,865021937,gps,-0.0,0.0,0.9595771929530346,-0.2814455733607735
